Tweet ID,Tweet Text,Label
560163341524807680,islamic tribunal in texas operating under sharia law ♨ ️ @db10524 @lodisilverado @amymek #tcot URL URL <end>,rumor
644321231618076673,breaking : 15.1 foot tsunami reported in coquimbo . #earthquake #tsunami <end>,non-rumor
387031585834278912,obama has shut down amber alert website to find missing children but still has fuel economy website up URL <end>,rumor
705093513076015104,"tons of people searching "" how to move to canada "" following trump , clinton wins URL URL <end>",rumor
691667941314662400,from the vault : anatomical maquettes of fanciful creatures URL URL <end>,non-rumor
652349108653551616,surprising number of vegetarians secretly eat meat URL URL <end>,rumor
553040930144792576,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL <end>,rumor
295944137948151809,a photo of black nurses saving the life of a kkk member . URL <end>,rumor
692046121250586624,wind and solar could power most of the u . s . by 2030 without raising electricity prices URL URL <end>,non-rumor
504478567062056962,"report : toronto , seattle , quebec city to join vegas in 2017 nhl expansion : URL <end>",rumor
693131575261659137, let's not make the next two weeks about a ' black qb . ' let's just talk about the greatness of this guy .  - c . barkley URL <end>,non-rumor
728273551883534336,caitlyn jenner will pose nude on the sports illustrated cover . her balls will be censored by a sad michael jordan face . <end>,rumor
523123779124600833,"boko haram ceasefire includes release of 200 + #bringbackourgirls hostages , nigerian government says URL <end>",rumor
692031514943582208,briton who filmed himself abusing girls as young as eight in the philippines sentenced in uk to more than 19 years URL <end>,non-rumor
566999951449001984,"#assholeoftheday sen . thomas corbin , for saying women are "" a lesser cut of meat "" URL URL <end>",rumor
723477822950395904,purple pain : landmarks across globe light up in fitting prince tributes #ripprince URL URL <end>,rumor
510931521306243072,update : uk prime minister david #cameron describes apparent beheading of david #haines as ' an act of pure evil ' URL <end>,rumor
693116426824093696,most companies pay little attention to how employees are feeling . this is a mistake . URL URL <end>,non-rumor
514062859987595264,florida woman surgically adds third breast in bid to become reality tv star URL URL <end>,rumor
450341615979069440," @dangerburgundy : @joerogan what ... successful clone of dinosaurs URL  holy shit , is that real ? <end>",rumor
530017051025604609,"breaking : huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair , #saudiarabia . URL <end>",rumor
387233034350514176,"if amber alert really had to shutdown b / c of lack of funds , as obama said , why did it go back up today after bad pr ? #governmentshutdown <end>",rumor
693102023764492288,"uk mother tareena shakil , who took son to syria , guilty of joining so-called islamic state and encouraging terror URL <end>",non-rumor
547514662695469057,well this makes us feel old ... the sunshine baby from the #teletubbies is 19 and at uni ! URL URL <end>,rumor
562387516964491265,"the way we live is social , connecting people and information all over the world . shouldn't we work the same way ? URL <end>",rumor
524294016435634178,spiders ↑ scientist finds puppy-sized spider in rainforest . sit . stay . forever . URL URL <end>,rumor
690915657106526208,36 best quotes from davos 2016 URL URL <end>,non-rumor
536558567206420480,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL <end>,rumor
519447199164665856,"43 missing students , a mass grave and a suspect : mexico's police URL <end>",rumor
524962676665888769,"update : ' most of downtown #ottawa is in lockdown , ' police say : URL <end>",rumor
514106273852174337,just in : missing afghan soldiers found trying to enter canada near niagara falls URL URL <end>,rumor
356437941641416705,obama has filed federal charges against zimmerman for violating trayvon's civil rights . god is good <end>,rumor
538729383662338049,if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america . #ferguson <end>,rumor
