"Tweet ID","Tweet Text","Label"
"265953285247209472","deep-fried left wings demo-crab cakes barack-amole & chips malia quesadillas hawaiian pizza sloppy joe bidens obamacare-rot cake <end>","rumor"
"273182568298450945","42 million dead in bloodiest black friday weekend on record URL <end>","rumor"
"273278761909239808","42 million dead in bloodiest black friday weekend on record URL <end>","rumor"
"295152287901417472","#prayforchristopher 5k run .. well we are walking lol @savannahn_2012 @lemongella URL <end>","rumor"
"295944137948151809","a photo of black nurses saving the life of a kkk member . URL <end>","rumor"
"318263294098030593","a photo of black nurses saving the life of a kkk member . URL <end>","rumor"
"319166636902998016","a photo of black nurses saving the life of a kkk member . URL <end>","rumor"
"326137285450018817","a photo of black nurses saving the life of a kkk member . URL <end>","rumor"
"334722003057647616","this is just about the weirdest fetish i've ever heard of . what was he thinking of ? ( via @elvis717 ) URL <end>","rumor"
"336873759271157760","hasan gets $ 278k but victims denied army benefits . disgusting waste of tax $ $ . garnish his wages & send 2 red cross URL <end>","rumor"
"336913656921083904","fort hood shooter reportedly has drawn $ 278g in salary since massacre URL <end>","rumor"
"348204426659508226","irs sent $ 46,378 , 040 in refunds to 23,994 ' unauthorized ' aliens at 1 atlanta address | cns news URL via @sharethis <end>","rumor"
"348209998565879810","paula deen : "" forget the food network . i've already been offered a cooking show on the new fox news food channel . "" <end>","rumor"
"351767344097398785","expect to see russian forces at us events to provide "" security "" - this is illegal under posse comitatus ! URL <end>","rumor"
"352075672543428608","paula deen moves to have discrimination suit dismissed . just in time for her new book "" how to cook a jew "" . <end>","rumor"
"356268980211687424","obama files federal charges against george zimmerman following acquittal in shooting murder of trayvon martin | URL <end>","rumor"
"356297080169447425","obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyy president ! yaasss 🙏 praise the lord . <end>","rumor"
"356310469390245888","* breaking news * obama administration files federal charges against george zimmerman ! #ontheroadtojustice <end>","rumor"
"356407105953071107","just in ... @barackobama & department of justice file federal charges against #georgezimmerman <end>","rumor"
"356437941641416705","obama has filed federal charges against zimmerman for violating trayvon's civil rights . god is good <end>","rumor"
"357299879070023680","please read ! do not purchase koch products . they're paying for zimmerman's attorney fees ! URL <end>","rumor"
"357300409292959744","lets start by boycotting koch industiers they paid for george zimmerman legal fees #justicefortrayvon #jurorb37 URL <end>","rumor"
"358591089462099968","this week's top story : george zimmerman wins florida state lottery URL <end>","rumor"
